	summarized	lineages	abundances	resid	coverage
09_23_24_ENCSEP18_R2__E0000000__X00__241003_SG_WW_2__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.47631459989109953), ('KP.3* (KP.3.X)', 0.28279690003059), ('KP.3.1.1* (KP.3.1.1.X)', 0.24088849997718353)]	KP.3.1.2 KP.2.3.9 KP.2.3 KP.2.3.10 MC.24.1 MC.24.2 MC.24 MC.46 KP.3.3 KP.3.1.9 KP.3.1.4 KP.3.1 MM.1 KP.4.2.4 KP.2.3.2 KP.2.3.3 KP.2.3.1 KP.2.3.15 KP.2.3.7	0.17325250 0.13768970 0.13768970 0.13768970 0.06068834 0.06068834 0.06068833 0.05882350 0.03053440 0.01975250 0.01975250 0.01975250 0.01975250 0.01453490 0.00974212 0.00974212 0.00974212 0.00974212 0.00974212	1.5662363324772601	35.99304417616961
11_12_24_PLNOV03_R2__E0000000__X00__241115_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.5775699999999863), ('KP.3.1.1* (KP.3.1.1.X)', 0.38194599999670326), ('Other', 0.0404839999994836)]	KP.2.10 MC.37 XEW	0.57757000 0.38194600 0.04048400	5.218180626045665	71.04972745209511
09_10_24_SBSEP05_R2__E0000000__X00__240912_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.5293749999994584), ('XBB* (XBB.X)', 0.4706249999815939)]	QJ.1 FY.3.1	0.52937500 0.47062500	1.8959171420491683	5.5512824800187275
10_21_24_PLOCT16_R1__E0000000__X00__241101_SG_WW_2__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.6058299999750673), ('Other', 0.2379730000000783), ('XEC* (XEC.X)', 0.15619699999979672)]	MC.19.1 XEW XEC.18 MC.10.1.3 MC.13.2.3 MC.33.1.1	0.51771974 0.23797300 0.15619700 0.07428090 0.00978078 0.00404858	5.603997204212134	68.78908470722001
06_30_25_PLJUN17_R2__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('NB.1.8.1* (NB.1.8.1.X)', 0.5463899999998197), ('XFG* (XFG.X)', 0.16780099999936812), ('LP.8.1* (LP.8.1.X)', 0.1637009999997796), ('Omicron', 0.10950300000078901), ('Other', 0.01260500000014835)]	PQ.17 NY.19 XEF.3 XFG.3 XFG LP.8.1.10 NB.1.8	0.54639000 0.14414400 0.10950300 0.09195400 0.07584700 0.01955700 0.01260500	17.78643947139712	96.61906832090426
09_10_24_SBSEP08_R1__E0000000__X00__240912_SG_WW__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.41319199982374594), ('BA.2.86* (BA.2.86.X)', 0.32638899997238807), ('KP.3* (KP.3.X)', 0.2604189991928596)]	MC.16 KP.3 KP.2.10 JN.1.11.1 KP.2.3 JN.1.51.1 KP.3.1 KP.3.3 KP.2.15 KP.2.3.2 KP.2.3.3	0.41319200 0.20022290 0.10349800 0.06594000 0.06581940 0.06044900 0.04204300 0.01815310 0.01309730 0.00880293 0.00878237	5.515891849385945	94.36176972210146
03_03_25_PLFEB23_R2__E0000000__X00__250308_SG_WW_3__001.variants.tsv	[('KP.3* (KP.3.X)', 0.6280369999934317), ('XEC* (XEC.X)', 0.2686570000070952), ('BA.2.86* (BA.2.86.X)', 0.10330599997096654)]	KP.3.3.10 KP.3.3.3 KP.3 LP.8 XEC.16 XEC.39 XEC.30 XEC.22	0.22326302 0.22326298 0.18151100 0.10330600 0.09090910 0.06651749 0.06650901 0.04472140	5.685655994314845	79.09574290204996
06_03_24_PLMAY27_R2__E0000000__X00__240624_2_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9312825999994281), ('KP.3* (KP.3.X)', 0.0687173999991773)]	JN.1.42.2 JN.1.42 KP.2.3.9 KP.2.3 JN.1.39 JN.1.39.2 KP.3.3 JN.1.7.1 JN.1.7 JN.1.7.3	0.18507854 0.16792946 0.14978162 0.14978008 0.09891019 0.09890381 0.06871740 0.02699945 0.02695124 0.02694821	7.104053956736909	93.8501153730395
12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001.variants.tsv	[('KP.3* (KP.3.X)', 0.6293539999893677), ('XEC* (XEC.X)', 0.159420000007643), ('KP.3.1.1* (KP.3.1.1.X)', 0.12843599998707467), ('LP.8.1* (LP.8.1.X)', 0.08278999998061862)]	KP.3.1 KP.3.3.10 MC.22 KP.3.3 XEC.30 XEC.39 LP.8.1.6 XEC.4 LP.8.1.12 XEC.18 MC.10.1.3 PP.1 MC.19.1	0.29140700 0.26047000 0.09090910 0.07747700 0.05409751 0.05409649 0.03784920 0.02965890 0.02626260 0.02156710 0.02089380 0.01867820 0.01663310	4.657920609100257	84.55004514597198
06_30_25_SBJUN03_R1__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.4002040713672113), ('BA.2.86* (BA.2.86.X)', 0.4002040713672113), ('KP.3.1.1* (KP.3.1.1.X)', 0.13802199999146025), ('KP.3* (KP.3.X)', 0.061569857133417144)]	MC.10.1.3 NY.3.3 NY.6 NY.3 NY.17 NY.9 NY.10 NY.13 NY.12 LP.8.1.1 LP.8.1.2 LP.8.1.9 LP.8.1.3 LP.8.1 LP.5 LP.8 KP.1 KP.2.1 LP.7 LP.1 KP.1.1.2 KP.3.4 KP.1.1.3 KP.2.5 KP.6 KP.3 KP.1.1 KP.2 JN.1.11.1 MC.10.1 MC.10.1.5 MC.10.1.6	0.06727100 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.03078493 0.02358410 0.02358360 0.02358330	5.769691793948623	70.2170350800923
01_06_25_ENCJAN02_R2__E0000000__X00__250205_01-06-25_WW__001.variants.tsv	[('XEC* (XEC.X)', 0.42626399999509373), ('KP.3.1.1* (KP.3.1.1.X)', 0.19649698517723888), ('LP.8.1* (LP.8.1.X)', 0.14231349999700313), ('Omicron', 0.10944699999881961), ('BA.2.86* (BA.2.86.X)', 0.0821435000116023), ('Other', 0.043335000001308584)]	XEC.39 XEC.30 KP.3.1.1 XEQ LP.8.1.11 JN.1.3 LP.8.1.8 XEW XEC.4 MC.19.1 NL.4 LB.1.1 MC.10.1 MC.10.1.7 XEC.36	0.19964813 0.18639550 0.17044789 0.10944700 0.09115780 0.06718490 0.05115570 0.04333500 0.03620539 0.01671991 0.00763359 0.00732501 0.00482469 0.00450450 0.00401499	5.311796717368189	92.67632010166204
06_24_24_PLJUN19_R1__E0000000__X00__240627_2_SG_WW__001.trimmed.sorted.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.6121259961062129), ('KP.3* (KP.3.X)', 0.3878740000021266)]	KP.1.1 KP.3.1 KP.3.2 LB.1.1 KP.3.3 KP.2.10 KP.2 KP.3.3.10 KP.2.3.1 LB.1.3.5 KP.1.1.6 LB.1.3 KP.3.1.7 ML.1	0.25294210 0.16081819 0.10013100 0.08178520 0.06522420 0.05992750 0.05407760 0.05057956 0.04971890 0.04503630 0.03432690 0.03431150 0.00838881 0.00273224	6.999169699410716	93.75647928301508
06_03_24_PLMAY27_R2__E0000000__X00__240624_2_SG_WW__001.trimmed.sorted.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9312825999990725), ('KP.3* (KP.3.X)', 0.06871739999873831)]	JN.1.42.2 JN.1.42 KP.2.3 KP.2.3.9 JN.1.39.2 JN.1.39 KP.3.3 JN.1.7.3 JN.1.7 JN.1.7.1	0.18191349 0.17109451 0.14978213 0.14977957 0.09903009 0.09878391 0.06871740 0.02702285 0.02693804 0.02693801	7.103234754080467	93.8501153730395
07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.8732899999996526), ('KP.3* (KP.3.X)', 0.1267100000000159)]	KP.2 JN.1.48.1 KS.1 PG.3 LD.1 LF.9 JN.1.15.1 KP.2.8 KP.2.3.15	0.46442297 0.16802460 0.12978900 0.12671000 0.05793240 0.03504700 0.01151600 0.00637491 0.00018312	11.607796888668608	96.32143932046952
06_30_25_PLJUN03_R1__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.5586663999989554), ('Omicron', 0.15417959999745176), ('XFG* (XFG.X)', 0.14222740000302425), ('KP.3* (KP.3.X)', 0.08874659999955593), ('BA.2.86* (BA.2.86.X)', 0.05617999999836991)]	NY.3 XFT XFG NY.3.5 KP.3.3 PP.1 KP.2.18	0.35945220 0.15417960 0.14222740 0.14126500 0.08874660 0.05794920 0.05618000	13.334927975541317	90.57619636825737
09_16_24_PLSEP08_R2__E0000000__X00__241003_SG_WW_1__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.6578950213509618), ('KP.3.1.1* (KP.3.1.1.X)', 0.3172570565111963), ('KP.3* (KP.3.X)', 0.024847901666666602)]	JN.1.11.1 MC.16 KP.3.1.1 MC.15 KP.3.3 JN.1.11.2	0.63326402 0.13333300 0.09196203 0.09196203 0.02484790 0.02463100	3.48110176600596	83.9949168979701
09_23_24_PLSEP16_R2__E0000000__X00__241003_SG_WW_2__001.variants.tsv	[('KP.3* (KP.3.X)', 0.8048779998957278), ('XEC* (XEC.X)', 0.19512199995703977)]	KP.3.1 KP.3.1.9 XEC.29	0.40243901 0.40243899 0.19512200	3.2801642869562158	37.437715279403406
05_28_24_SBMAY21_R2__E0000000__X00__240624_1_SG_WW__001.trimmed.sorted.variants.tsv	[('KP.3* (KP.3.X)', 0.8242350000521165), ('BA.2.86* (BA.2.86.X)', 0.1757649998544148)]	KP.3 KP.3.2.9 LR.1 KP.3.1 KP.3.2 KP.3.5	0.31383200 0.24506000 0.17576500 0.16417000 0.09884200 0.00233100	6.271702177260238	91.34869411095876
06_30_25_PLJUN11_R2__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.6797749999996293), ('XFG* (XFG.X)', 0.1581919999995089), ('Other', 0.10762099999891676), ('NB.1.8.1* (NB.1.8.1.X)', 0.054412000000061904)]	LP.8.1.2 NY.19 XFG XFQ LP.8.1.1 PQ.1.1 XFG.2	0.42779000 0.19491800 0.11721140 0.10762100 0.05706700 0.05441200 0.04098060	11.491949907760864	92.42216500016721
12_23_24_PLDEC15_R1__E0000000__X00__250205_12-23-24_WW__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.3050659942441696), ('BA.2.86* (BA.2.86.X)', 0.28782479881689405), ('XEC* (XEC.X)', 0.24493000176183863), ('KP.3* (KP.3.X)', 0.13248799720082774), ('LP.8.1* (LP.8.1.X)', 0.02969120185544697)]	KP.2.10 KP.3.3 XEC.4 KP.3.1.1 MC.27 XEC.18 XEC.30 LP.1 QH.1 MC.24.2 MC.10.1.1 MC.26 KP.1.1.5 MC.10 MC.8 XEC.9 MC.23	0.22270380 0.13248800 0.13005700 0.09425649 0.09425649 0.05302170 0.05294922 0.04166670 0.02969120 0.02933550 0.02373550 0.02354400 0.02345430 0.02276090 0.00891266 0.00890208 0.00826446	6.090873473317553	93.40199979935123
11_04_24_ENCNOV01_R2_Z__E0000000__X00__241107_SG_WW_4__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.5141839999924201), ('Omicron', 0.48581599999966485)]	XEP MC.1 MC.43 MC.19 MC.5 MC.33 KP.3.1.1	0.48581600 0.21861000 0.05911481 0.05911481 0.05911480 0.05911480 0.05911478	4.676564522065754	71.57141423937398
07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.7051259265632338), ('KP.3* (KP.3.X)', 0.29487399999988545)]	KP.3.1 JN.1.16.3 KP.1.1.3 KP.1.2 KP.2.8 JN.1.16.1 LB.1.3 JN.1.18.6 KP.2.3.6 LF.5	0.29487400 0.22754807 0.12698100 0.11272819 0.10033800 0.04567759 0.04268770 0.04151714 0.00420074 0.00344750	7.0166574358185025	94.06079657559442
09_10_24_ENCSEP04_R2__E0000000__X00__240912_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.4405099676861354), ('KP.3* (KP.3.X)', 0.30166000002620663), ('KP.3.1.1* (KP.3.1.1.X)', 0.2578299999861793)]	MC.1 KP.2.3.6 KP.2.3 KP.3.5 KP.3.1 KP.2.3.4 KP.3.3.1 KP.2.2 MC.9 JN.1.11.1 LP.5 JN.1.11.2 KP.3.1.1 KP.1.1.3 KP.3.2 KP.3.2.5	0.21468737 0.14735460 0.14310299 0.12351300 0.11589140 0.05320440 0.04484540 0.03015079 0.02803120 0.02241900 0.01675999 0.01515200 0.01511143 0.01236621 0.00969984 0.00771036	7.536933350483736	93.41203223756814
08_12_24_SBAUG11_R2__E0000000__X00__240815_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.8108879993833833), ('KP.3* (KP.3.X)', 0.13329159999999163), ('Omicron', 0.043125699999735215), ('KP.3.1.1* (KP.3.1.1.X)', 0.01269469999967862)]	LY.1 KP.3.1 JN.1.7.8 JN.1.7.4 KP.2.3.3 LB.1.1 KP.2.3.4 JN.1.11.2 JN.1.11.1 KP.2.15 NL.10 LP.10 MU.5 LB.1.3 KP.3.3.10 XDY.9 XDY LB.1 KP.2.3.6 MC.21 LB.1.7.2 JN.1.1.6 KP.1.1.3 JN.1.16.2 XDY.5 LP.9 XDY.7 KR.1.1 ML.1	0.11001300 0.10855330 0.10067100 0.08640400 0.08529275 0.05883530 0.04823150 0.04249000 0.04102535 0.04058740 0.04029300 0.03660120 0.02934800 0.02579810 0.02459730 0.01882040 0.01840659 0.01581653 0.01399800 0.01269470 0.01176470 0.01032758 0.00602200 0.00427807 0.00332471 0.00286750 0.00257400 0.00022302 0.00014100	7.449962587842947	98.03698625555964
08_12_24_ENCAUG06_R2__E0000000__X00__240815_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9249082999992673), ('KP.3.1.1* (KP.3.1.1.X)', 0.05325759999049159), ('KP.3* (KP.3.X)', 0.021834099996205125)]	LF.3.1 KP.2.19 KP.2.3.4 MC.23 KP.3.3.10 NN.1 MC.1 KP.2.3.8 LF.3.1.1	0.76801562 0.06753810 0.05590910 0.03316290 0.02183410 0.02157810 0.02009470 0.01145100 0.00041638	5.767835903166105	95.20115038624887
07_14_25_PLJUL06_R1__E0000000__X00__250718_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.7033252999939712), ('XFG* (XFG.X)', 0.22000000000038092), ('LP.8.1* (LP.8.1.X)', 0.04761900000005411), ('NB.1.8.1* (NB.1.8.1.X)', 0.029055700000136984)]	LF.7.12 XFG.2 NY.19 PQ.1 PQ.1.2	0.70332530 0.22000000 0.04761900 0.01452795 0.01452775	7.271914178878461	44.06246864863057
11_25_24_ENCNOV20_R1__E0000000__X00__241205_SG_WW_3__001.variants.tsv	[('XEC* (XEC.X)', 0.32307700000003436), ('KP.3* (KP.3.X)', 0.3162019999998283), ('Other', 0.19600699999993354), ('KP.3.1.1* (KP.3.1.1.X)', 0.16471400000009698)]	XEC.2.2 KP.3.6 XEW KP.3.3.5 KP.3.1.1 MC.15 MC.23 MC.26	0.32307700 0.24877700 0.19600700 0.06742500 0.06108287 0.06108263 0.02469140 0.01785710	3.9126792549078653	87.7403604989466
10_28_24_PLOCT23_R2__E0000000__X00__241101_SG_WW_3__001.variants.tsv	[('KP.3* (KP.3.X)', 0.4492543997073994), ('BA.2.86* (BA.2.86.X)', 0.40176600011397234), ('KP.3.1.1* (KP.3.1.1.X)', 0.1489796001396851)]	KP.3.1.8 KP.2.10 KP.1.1.5 MU.5 MC.10 MC.28	0.44925440 0.13392200 0.13392200 0.13392200 0.09183670 0.05714290	3.608135348035952	52.92111159415443
11_04_24_SBOCT29_R1_combined__E0000000__X00__241107_SG_WW_combined__001.variants.tsv	[('KP.3* (KP.3.X)', 0.8110624999970542), ('KP.3.1.1* (KP.3.1.1.X)', 0.1844329999997055), ('BA.2.86* (BA.2.86.X)', 0.004504499999062982)]	KP.3.3 KP.3.3.10 KP.3.2 MC.9.3 MC.9 JN.1.47	0.45610300 0.25000000 0.10495950 0.09221683 0.09221617 0.00450450	5.024999342583304	78.6108417215664
01_21_25_PLJAN15_R2__E0000000__X00__250205_01-21-25_WW__001.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.27060820000135266), ('BA.2.86* (BA.2.86.X)', 0.25510579999820837), ('XEC* (XEC.X)', 0.22462799999650535), ('KP.3.1.1* (KP.3.1.1.X)', 0.20535099999563686), ('KP.3* (KP.3.X)', 0.04430700000306636)]	KP.1.2 NY.19 XEC.4 MC.19.1 PD.1.2 KP.3.3.4 XEC.11 LP.8.1.11 MC.10.1.1 KP.1.1.6 PA.1 MC.10.1.3 XEC.18 NY.14	0.22064160 0.16657140 0.16405400 0.12462590 0.05830655 0.04430700 0.04389470 0.04182400 0.04039510 0.03446420 0.02143290 0.01889710 0.01667930 0.00390625	6.294403278125955	94.54235361000569
12_02_24_PLNOV24_R2__E0000000__X00__241205_SG_WW_4__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.7405909999999065), ('BA.2.86* (BA.2.86.X)', 0.15637900000111854), ('KP.3* (KP.3.X)', 0.09255879999755302), ('XEC* (XEC.X)', 0.01047120000128183)]	MC.10 KP.2.10 MC.8 MC.8.1 KP.3.3 MC.13.2.4 MC.10.1.6 XEC.36	0.34168150 0.15637900 0.15546200 0.14236400 0.09255880 0.05315500 0.04792850 0.01047120	8.590262045857877	86.09838477744708
07_14_25_SBJUL10_R1__E0000000__X00__250718_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.4101019999999875), ('XFG* (XFG.X)', 0.37272700000000714), ('LP.8.1* (LP.8.1.X)', 0.17647100000030427), ('Omicron', 0.04069999999969828)]	XFG.10 KP.2.10 LR.1 PF.2.4 XFG.2 XFC.1.7 XFG.3.4.1	0.29425620 0.22727300 0.18282900 0.17647100 0.05295740 0.04070000 0.02551340	6.240944166196807	71.18014914891482
02_10_25_PLFEB02_R2__E0000000__X00__250213_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.600627909999963), ('XEC* (XEC.X)', 0.2961557997381834), ('KP.3.1.1* (KP.3.1.1.X)', 0.05428419999952399), ('LP.8.1* (LP.8.1.X)', 0.04893208999977114)]	LP.8 XEC MC.19.1 XEC.39 LP.8.1.10 XEC.18 XEC.9 XEC.2.7 NY.10	0.60062791 0.19289320 0.05428420 0.04977670 0.04129850 0.01982490 0.01851850 0.01514250 0.00763359	7.731994406718089	93.58927197940007
12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.8585773999982067), ('KP.3* (KP.3.X)', 0.09604309999097255), ('Other', 0.03429059999820954), ('XEC* (XEC.X)', 0.011088900001211143)]	KP.3.1.1 KP.3.1 XEW MC.4 KP.3.3 XEC.18 MC.2 MC.10.1	0.82504006 0.07183460 0.03429060 0.02537550 0.02420850 0.01108890 0.00797872 0.00018312	9.00024110624992	97.15078754640003
06_17_24_PLJUN10_R2__E0000000__X00__240627_1_SG_WW__001.trimmed.sorted.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.7006306740005817), ('Omicron', 0.1934129999990399), ('KP.3* (KP.3.X)', 0.10533989999938353), ('Other', 0.0006164259998424634)]	LB.1.1 XEE LB.1.8 KP.3.2 JN.1.11 KP.2.3.14 KP.2.10 KP.2.4 KP.3.3.10 JN.1.64 JN.1.9 KP.2.3.6 MU.2 JN.1.53 KP.2.3.3 KP.2.3.13 XDV XDD.1.1	0.38278600 0.19341300 0.09589460 0.07656970 0.04217870 0.03289777 0.03242930 0.02958230 0.02877020 0.02070350 0.01829802 0.01641820 0.01160580 0.00894145 0.00448430 0.00441073 0.00047400 0.00014243	8.555176803426948	98.28779721098218
01_27_25_PLJAN20_R1__E0000000__X00__250205_01-27-25_WW__001.variants.tsv	[('XEC* (XEC.X)', 0.47058800000048134), ('KP.3.1.1* (KP.3.1.1.X)', 0.4012919999999247), ('BA.2.86* (BA.2.86.X)', 0.07017100000185386), ('KP.3* (KP.3.X)', 0.05794899999601123)]	XEC MC.23 MC.10.1.4 XEC.2.2 KP.2.10 XEC.34 XEC.38 KP.3.3 MC.10.1.8	0.20453400 0.19903600 0.18620100 0.13939400 0.07017100 0.06339458 0.06326542 0.05794900 0.01605500	4.746854924387195	85.43958800120389
08_26_24_PLAUG20_R2__E0000000__X00__240829_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.3722146675901489), ('KP.3.1.1* (KP.3.1.1.X)', 0.28194536025011346), ('KP.3* (KP.3.X)', 0.18999234588180502), ('Omicron', 0.15584757724417717)]	MC.11.2 XEE JN.1.16.1 LY.1 PG.3 KP.2.3 PG.5 KP.3.3 KP.2.3.5 MC.21 JN.1.16 JN.1.48.1 KP.3.3.3 LB.1.3.1 XEP	0.24883700 0.15360794 0.10956916 0.10316400 0.08686340 0.06466327 0.05388960 0.03682035 0.03316540 0.03310836 0.02935304 0.02759380 0.01241899 0.00470600 0.00223964	8.11877299779231	97.02036584958032
09_10_24_PLSEP02_R1__E0000000__X00__240912_SG_WW__001.variants.tsv	[('KP.3* (KP.3.X)', 0.7119202702435168), ('KP.3.1.1* (KP.3.1.1.X)', 0.14664100007389191), ('BA.2.86* (BA.2.86.X)', 0.14143872929465454)]	KP.3.1 KP.3 MC.19 KP.2.25 JN.1.16.5 KP.3.3.5 KP.2.28.1	0.52587600 0.17700132 0.14664100 0.12843000 0.00978500 0.00904295 0.00322373	3.7268039200400427	89.83045179413436
07_15_24_SBJUL14_R2__E0000000__X00__240718_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9751535696755234), ('KP.3* (KP.3.X)', 0.024230414486499062), ('XEC* (XEC.X)', 0.0006158620628500606)]	KP.2 LF.10 JN.1.16.1 LB.1.3 KP.2.3.12 KP.1.1 LP.10 KP.3.2 KP.3.3.10 KP.3.3 KP.2.3.4 KR.1.1 LB.1.3.5 XEC.14.1.1 KP.3.3.3 KP.2.25	0.46346748 0.13924100 0.13129911 0.11533420 0.06549996 0.03327640 0.01736550 0.01181090 0.00703525 0.00497087 0.00363414 0.00304879 0.00298679 0.00061586 0.00041339 0.00000020	3.7374377697398162	90.70661806507708
5_20_24_SBMAY19_R1__E0000000__X00__240604_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.6914074223019573), ('Omicron', 0.18055416614971204), ('KP.3* (KP.3.X)', 0.12803841153739953)]	XDY.2 XDY.4 XDY.10 XDY.7 XDY.8 KP.4.2.1 KP.4.2.6 KP.4.2.3 KP.3.2.5 KP.4.1.2 XDY KP.2.14 KP.2.28 KP.2.6.1 KP.2.25.3 KP.4.1.3 KP.4.2 KP.2.11 KP.2.7 KP.2.6 KP.2.5 XEE KP.2.18 KP.2.1 KP.2.25 KP.3.2 KP.4.1 KP.2.20 KP.2.10 KP.3.6 KP.3.5 KP.2 KP.3 KP.4 KP.6 JN.1.11.2 JN.1.11.1 LB.1.1 JN.1.11 BA.2.13.1	0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.02560768 0.00130039	2.698905643481514	15.607129719426144
12_30_24_ENCDEC24_R2__E0000000__X00__250205_12-30-24_WW__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.5240202499927207), ('XEC* (XEC.X)', 0.31843899999294634), ('BA.2.86* (BA.2.86.X)', 0.12948874999802887), ('KP.3* (KP.3.X)', 0.02805199999907769)]	MC.24 MC.10.1.6 KP.2.10 XEC.4 XEC.30 XEC.39 MC.8.1 XEC.9 MC.8 XEC.8 KP.3.3 MC.1.1 MC.32 MC.24.2	0.25787459 0.13358100 0.12948875 0.09499890 0.07639412 0.07638918 0.06047760 0.04035380 0.03899880 0.03030300 0.02805200 0.01759450 0.00878735 0.00670641	5.03361051158809	92.56261913520383
07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.6492300214423874), ('KP.3* (KP.3.X)', 0.288472999999918), ('Omicron', 0.06217989999995763), ('Other', 0.00011699999987228713)]	JN.1.11.2 KP.3.3.10 KP.4.2 KP.3.5 KP.2 XEE KP.1.1.5 KP.3.1 JN.1.49.1 KP.2.10 JN.1.7.4 LR.1 LF.4 KP.3 KP.2.3.3 KP.2.3.5 KP.2.2 KP.4 KP.2.3 B.1.177.34 KP.3.1.7	0.22550181 0.13719800 0.12744130 0.09069800 0.06885802 0.06217990 0.05128202 0.04292719 0.03587170 0.03232128 0.02712730 0.02495520 0.02000280 0.01763210 0.01321540 0.01018180 0.00676919 0.00308370 0.00261850 0.00011700 0.00001771	9.157493746204349	96.916697321339
03_03_25_SBFEB27_R2__E0000000__X00__250308_SG_WW_3__001.variants.tsv	[('KP.3* (KP.3.X)', 0.4869180000129806), ('BA.2.86* (BA.2.86.X)', 0.19839299997655596), ('LP.8.1* (LP.8.1.X)', 0.19742499999955376), ('XEC* (XEC.X)', 0.11726399999965345)]	KP.3 LP.8.1.10 KP.3.3.4 XEC.4 KP.2.10 KP.1.1.5 KP.5 KP.1.2	0.29444700 0.19742500 0.19247100 0.11726400 0.07263307 0.07263293 0.02656352 0.02656348	5.479991606627834	79.08236631776076
06_30_25_ENCJUN25_R1__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('Omicron', 0.4268767999843028), ('NB.1.8.1* (NB.1.8.1.X)', 0.2826390000005066), ('XFG* (XFG.X)', 0.13698600000350433), ('BA.2.86* (BA.2.86.X)', 0.1163412000058456), ('Other', 0.03715700000215015)]	XFJ PQ.17 XFG.2 XFM MU.5 QC.1 LF.7.6.2 NB.1.6.1 NB.1.8	0.36493140 0.28263900 0.13698600 0.06194540 0.05892860 0.03130760 0.02610500 0.01863850 0.01851850	16.320637556874807	97.47516971541317
06_03_24_PLMAY29_R2__E0000000__X00__240624_2_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.8537329999997973), ('KP.3* (KP.3.X)', 0.14626699999985054)]	KP.5 KQ.1 KP.3.1 JN.1.11 KP.2.2.2 KP.1.2 LL.1 JN.1.4.8	0.32387202 0.27523358 0.14626700 0.14366558 0.08284650 0.01886790 0.00675676 0.00249066	8.461219846579251	92.47232719125171
12_16_24_SBDEC15_R2__E0000000__X00__241219_SG_WW__001.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.7005929999988297), ('XEC* (XEC.X)', 0.15074799999969352), ('Omicron', 0.0763002199998559), ('BA.2.86* (BA.2.86.X)', 0.06250000000084838), ('KP.3.1.1* (KP.3.1.1.X)', 0.00985877999982434)]	LP.8.1.12 XEC.30 XEQ MU.5 NL.4 XEC.29 XEC.11 MC.19.1 MC.10.1.3	0.70059300 0.10714620 0.07630022 0.03213600 0.03036400 0.02754240 0.01605940 0.00714338 0.00271540	5.54849606245498	96.9233856134836
